paperId,url,title,citationCount,isOpenAccess,fieldsOfStudy,tldr,description_cleaned,created
0d3587d6d71cf7ae8e6dbfce01c29adc5cbcd569,https://www.semanticscholar.org/paper/0d3587d6d71cf7ae8e6dbfce01c29adc5cbcd569,Perceptions of bioenergy with carbon capture and storage in different policy scenarios,55,True,"Business, Medicine","{'model': 'tldr@v2.0.0', 'text': 'It is found that public support for BECCS is inextricably linked to attitudes towards the policies through which it is incentivised, and the type of policy instrument used to incentivise BEC CS significantly affects perceptions of the technology itself.'}",,2019
7fd50091d43cf35198cb0533a7dd3595cec7f1a7,https://www.semanticscholar.org/paper/7fd50091d43cf35198cb0533a7dd3595cec7f1a7,2D Transition Metal Carbides (MXenes) for Carbon Capture,126,True,"Materials Science, Medicine","{'model': 'tldr@v2.0.0', 'text': 'The adsorption efficiency combined with the CO2 /N2 selectivity, together with a chemical and thermal stability, identifies the archetype Ti3 C2 MXene as a new material for carbon capture (CC) applications.'}","Global warming caused by burning of fossil fuels is indisputably one of mankind's greatest challenges in the 21st century. To reduce the ever‐increasing CO2 emissions released into the atmosphere, dry solid adsorbents with large surface‐to‐volume ratio such as carbonaceous materials, zeolites, and metal–organic frameworks have emerged as promising material candidates for capturing CO2. However, challenges remain because of limited CO2/N2 selectivity and long‐term stability. The effective adsorption of CO2 gas (≈12 mol kg−1) on individual sheets of 2D transition metal carbides (referred to as MXenes) is reported here. It is shown that exposure to N2 gas results in no adsorption, consistent with first‐principles calculations. The adsorption efficiency combined with the CO2/N2 selectivity, together with a chemical and thermal stability, identifies the archetype Ti3C2 MXene as a new material for carbon capture (CC) applications.",2018
2366c402cf265deb94ed2e6e80375b3d9bf7004c,https://www.semanticscholar.org/paper/2366c402cf265deb94ed2e6e80375b3d9bf7004c,"Penetrating chains mimicking plant root branching to build mechanically robust, ultra-stable CO2-philic membranes for superior carbon capture",53,False,Materials Science,,"Branched plant root mimicking PEO chains can simultaneously increase the gas separation performance, membrane stability and mechanical strength of CO2-philic membranes for superior carbon capture.",2019
fa71f477a4f42d0dd2b5e3b1d36d35108654ecb7,https://www.semanticscholar.org/paper/fa71f477a4f42d0dd2b5e3b1d36d35108654ecb7,Near-term deployment of carbon capture and sequestration from biorefineries in the United States,92,True,"Environmental Science, Medicine","{'model': 'tldr@v2.0.0', 'text': 'Evaluating low-cost, commercially ready CO2 capture opportunities for existing ethanol biorefineries in the United States finds that existing and proposed financial incentives suggest a substantial near-term opportunity to catalyze the growth of CCS infrastructure, improve the impacts of conventional biofuels, support development of carbon-negative fuels, and satisfy low-carbon fuel policies.'}","Significance Carbon dioxide removal through the permanent sequestration of biogenic CO2 is a critical technique for climate change mitigation, but most bioenergy with carbon capture and sequestration (CCS) technologies are technically immature or commercially unavailable. In contrast, examples of CCS of biogenic CO2 resulting from fermentation emissions already exist at scale. Here, we evaluate low-cost, commercially ready sequestration opportunities for existing biorefineries in the United States. We find that existing and proposed financial incentives suggest a substantial near-term opportunity to catalyze the growth of CCS infrastructure, improve the impacts of conventional biofuels, support development of carbon-negative biofuels, and satisfy low-carbon fuel policies. Capture and permanent geologic sequestration of biogenic CO2 emissions may provide critical flexibility in ambitious climate change mitigation. However, most bioenergy with carbon capture and sequestration (BECCS) technologies are technically immature or commercially unavailable. Here, we evaluate low-cost, commercially ready CO2 capture opportunities for existing ethanol biorefineries in the United States. The analysis combines process engineering, spatial optimization, and lifecycle assessment to consider the technical, economic, and institutional feasibility of near-term carbon capture and sequestration (CCS). Our modeling framework evaluates least cost source–sink relationships and aggregation opportunities for pipeline transport, which can cost-effectively transport small CO2 volumes to suitable sequestration sites; 216 existing US biorefineries emit 45 Mt CO2 annually from fermentation, of which 60% could be captured and compressed for pipeline transport for under $25/tCO2. A sequestration credit, analogous to existing CCS tax credits, of $60/tCO2 could incent 30 Mt of sequestration and 6,900 km of pipeline infrastructure across the United States. Similarly, a carbon abatement credit, analogous to existing tradeable CO2 credits, of $90/tCO2 can incent 38 Mt of abatement. Aggregation of CO2 sources enables cost-effective long-distance pipeline transport to distant sequestration sites. Financial incentives under the low-carbon fuel standard in California and recent revisions to existing federal tax credits suggest a substantial near-term opportunity to permanently sequester biogenic CO2. This financial opportunity could catalyze the growth of carbon capture, transport, and sequestration; improve the lifecycle impacts of conventional biofuels; support development of carbon-negative fuels; and help fulfill the mandates of low-carbon fuel policies across the United States.",2018
e02f812df3cd677ec931b0ce47e10640f16968fa,https://www.semanticscholar.org/paper/e02f812df3cd677ec931b0ce47e10640f16968fa,Carbon dioxide capture in metal-organic frameworks.,5131,False,"Chemistry, Medicine","{'model': 'tldr@v2.0.0', 'text': None}","Kenji Sumida, David L. Rogow, Jarad A. Mason, Thomas M. McDonald, Eric D. Bloch, Zoey R. Herm, Tae-Hyun Bae, Jeffrey R. Long",2012
1aeced2070a2e23757d95aac9ebddf2e0a9d0e09,https://www.semanticscholar.org/paper/1aeced2070a2e23757d95aac9ebddf2e0a9d0e09,A scalable metal-organic framework as a durable physisorbent for carbon dioxide capture,97,False,Medicine,"{'model': 'tldr@v2.0.0', 'text': 'Competitive separations on structured CALF-20 show not just preferential CO2 physisorption below 40% relative humidity but also suppression of water sorption by CO2, which was corroborated by computational modeling.'}","Description A hydrophobic CO2 physisorbent Most materials for carbon dioxide (CO2) capture of fossil fuel combustion, such as amines, rely on strong chemisorption interactions that are highly selective but can incur a large energy penalty to release CO2. Lin et al. show that a zinc-based metal organic framework material can physisorb CO2 and incurs a lower regeneration penalty. Its binding site at the center of the pores precludes the formation of hydrogen-bonding networks between water molecules. This durable material can preferentially adsorb CO2 at 40% relative humidity and maintains its performance under flue gas conditions of 150°C. —PDS A metal-organic framework captures CO2 with high capacity and selectivity over steam with only a modest regeneration penalty. Metal-organic frameworks (MOFs) as solid sorbents for carbon dioxide (CO2) capture face the challenge of merging efficient capture with economical regeneration in a durable, scalable material. Zinc-based Calgary Framework 20 (CALF-20) physisorbs CO2 with high capacity but is also selective over water. Competitive separations on structured CALF-20 show not just preferential CO2 physisorption below 40% relative humidity but also suppression of water sorption by CO2, which was corroborated by computational modeling. CALF-20 has a low enthalpic regeneration penalty and shows durability to steam (>450,000 cycles) and wet acid gases. It can be prepared in one step, formed as composite materials, and its synthesis can be scaled to multikilogram batches.",2021
deff0e3386caac160ecf968815a2938a542e34f0,https://www.semanticscholar.org/paper/deff0e3386caac160ecf968815a2938a542e34f0,Postcombustion Carbon Capture Using Thin-Film Composite Membranes.,42,False,Medicine,"{'model': 'tldr@v2.0.0', 'text': 'The development of enhanced gutter layers employing two- and three-dimensional metal-organic framework materials leads to considerable improvements in both CO2 permeance and selectivity compared with traditional poly(dimethylsiloxane) materials.'}","Climate change due to anthropogenic carbon dioxide emissions (e.g., combustion of fossil fuels) represents one of the most profound environmental disasters of this century. Equipping power plants with carbon capture and storage (CCS) technology has the potential to reduce current worldwide CO2 emissions. However, existing CCS schemes (i.e., amine scrubbing) are highly energy-intensive. The urgent abatement of CO2 emissions relies on the development of new, efficient technologies to capture CO2 from existing power plants. Membrane-based CO2 separation is an attractive technology that meets many of the requirements for energy-efficient industrial carbon capture. Within this domain, thin-film composite (TFC) membranes are particularly attractive, providing high gas permeance in comparison with conventional thicker (∼50 μm) dense membranes. TFC membranes are usually composed of three layers: (1) a bottom porous support layer; (2) a highly permeable intermediate gutter layer; and (3) a thin (<1 μm) species-selective top layer. A key challenge in the development of TFC membranes has been to simultaneously maximize the transmembrane gas permeance of the assembled membrane (by minimizing the gas resistance of each layer) while maintaining high gas-specific selectivity. In this Account, we provide an overview of our recent development of high-performance TFC membrane materials as well as insights into the unique fabrication strategies employed for the selective layer and gutter layer. Optimization of each layer of the membrane assembly individually results in significant improvements in overall membrane performance. First, incorporating nanosized fillers into the selective layer (poly(ethylene glycol)-based polymers) and reducing its thickness (to ca. 50 nm) through continuous assembly of polymers technology yields major improvements in CO2 permeance without loss of selectivity. Second, we focus on optimization of the middle gutter layer of TFC membranes. The development of enhanced gutter layers employing two- and three-dimensional metal-organic framework materials leads to considerable improvements in both CO2 permeance and selectivity compared with traditional poly(dimethylsiloxane) materials. Third, incorporation of a porous, flexible support layer culminates in a mechanically robust high-performance TFC membrane design that exhibits unprecedented CO2 separation performance and holds significant potential for industrial CO2 capture. Alternative strategies are also emerging, whereby the selective layer and gutter layer may be combined for enhanced membrane efficiency. This Account highlights the CO2 capture performance, current challenges, and future research directions in designing high-performance TFC membranes.",2019
df275f0b3dca8552250d569db1bf18de8463c9e9,https://www.semanticscholar.org/paper/df275f0b3dca8552250d569db1bf18de8463c9e9,High-throughput computational prediction of the cost of carbon capture using mixed matrix membranes,43,False,Materials Science,,Mixed matrix membranes are being studied for their potential use in post-combustion carbon capture on the premise that they could dramatically lower costs relative to mature technologies available today.,2019
24bd758dbdb9ce0ea8e913b56a8224c0389c83fe,https://www.semanticscholar.org/paper/24bd758dbdb9ce0ea8e913b56a8224c0389c83fe,Pyrogenic carbon capture and storage,76,True,Environmental Science,,"The growth of biomass is considered the most efficient method currently available to extract carbon dioxide from the atmosphere. However, biomass carbon is easily degraded by microorganisms releasing it in the form of greenhouse gases back to the atmosphere. If biomass is pyrolyzed, the organic carbon is converted into solid (biochar), liquid (bio‐oil), and gaseous (permanent pyrogas) carbonaceous products. During the last decade, biochar has been discussed as a promising option to improve soil fertility and sequester carbon, although the carbon efficiency of the thermal conversion of biomass into biochar is in the range of 30%–50% only. So far, the liquid and gaseous pyrolysis products were mainly considered for combustion, though they can equally be processed into recalcitrant forms suitable for carbon sequestration. In this review, we show that pyrolytic carbon capture and storage (PyCCS) can aspire for carbon sequestration efficiencies of >70%, which is shown to be an important threshold to allow PyCCS to become a relevant negative emission technology. Prolonged residence times of pyrogenic carbon can be generated (a) within the terrestrial biosphere including the agricultural use of biochar; (b) within advanced bio‐based materials as long as they are not oxidized (biochar, bio‐oil); and (c) within suitable geological deposits (bio‐oil and CO2 from permanent pyrogas oxidation). While pathway (c) would need major carbon taxes or similar governmental incentives to become a realistic option, pathways (a) and (b) create added economic value and could at least partly be implemented without other financial incentives. Pyrolysis technology is already well established, biochar sequestration and bio‐oil sequestration in soils, respectively biomaterials, do not present ecological hazards, and global scale‐up appears feasible within a time frame of 10–30 years. Thus, PyCCS could evolve into a decisive tool for global carbon governance, serving climate change mitigation and the sustainable development goals simultaneously.",2018
be026181508eca3fc0ce54bb3571f4fdbc014a8b,https://www.semanticscholar.org/paper/be026181508eca3fc0ce54bb3571f4fdbc014a8b,"Infrastructure to enable deployment of carbon capture, utilization, and storage in the United States",74,True,"Environmental Science, Medicine","{'model': 'tldr@v2.0.0', 'text': 'An opportunity to significantly expand CCUS in the United States in the near-term is demonstrated, spurred by new financial incentives enacted in February 2018, by targeting the lowest-cost capture opportunities and by deploying only commercially proven technologies.'}","Significance Carbon capture, utilization, and storage (CCUS) is a crucial technology needed to limit warming to the 2 °C target of the Paris Agreement. However, deployment is lagging far behind estimates of what is required. We demonstrate an opportunity to significantly expand CCUS in the United States in the near-term, spurred by new financial incentives enacted in February 2018, by targeting the lowest-cost capture opportunities and by deploying only commercially proven technologies. The carbon dioxide pipeline transport network would serve near-term oil industry demand for carbon dioxide while also connecting multiple prospective long-term dedicated geological storage resources. This would be a flexible long-term infrastructure asset for carbon management in the United States that would enable and accelerate future CCUS deployment. In February 2018, the United States enacted significant financial incentives for carbon capture, utilization, and storage (CCUS) that will make capture from the lowest-capture-cost sources economically viable. The largest existing low-capture-cost opportunity is from ethanol fermentation at biorefineries in the Midwest. An impediment to deployment of carbon capture at ethanol biorefineries is that most are not close to enhanced oil recovery (EOR) fields or other suitable geological formations in which the carbon dioxide could be stored. Therefore, we analyze the viability of a pipeline network to transport carbon dioxide from Midwest ethanol biorefineries to the Permian Basin in Texas, which has the greatest current carbon dioxide demand for EOR and large potential for expansion. We estimate capture and transport costs and perform economic analysis for networks under three pipeline financing scenarios representing different combinations of commercial and government finance. Without government finance, we find that a network earning commercial rates of return would not be viable. With 50% government financing for pipelines, 19 million tons of carbon dioxide per year could be captured and transported profitably. Thirty million tons per year could be captured with full government pipeline financing, which would double global anthropogenic carbon capture and increase the United States’ carbon dioxide EOR industry by 50%. Such a development would face challenges, including coordination between governments and industries, pressing timelines, and policy uncertainties, but is not unprecedented. This represents an opportunity to considerably increase CCUS in the near-term and develop long-term transport infrastructure facilitating future growth.",2018
dc82eafa9875e54ff325b9916766b0280c9fa4c8,https://www.semanticscholar.org/paper/dc82eafa9875e54ff325b9916766b0280c9fa4c8,Significant aspects of carbon capture and storage – A review,129,False,Environmental Science,,,2019
26327e3f321410baab2c55ad5df509710f5bb296,https://www.semanticscholar.org/paper/26327e3f321410baab2c55ad5df509710f5bb296,"Carbon Capture, Utilization and Storage (CCUS)",121,False,Environmental Science,,,2019
159df4c005aecff77384e075dc4baad87c4ad62f,https://www.semanticscholar.org/paper/159df4c005aecff77384e075dc4baad87c4ad62f,Public perception of climate engineering and carbon capture and storage in Germany: survey evidence,76,True,Business,,"ABSTRACT Climate engineering (CE) and carbon capture and storage are controversial options for addressing climate change. This study compares public perception in Germany of three specific measures: solar radiation management (SRM) via stratospheric sulphate injection, large-scale afforestation, and carbon capture and storage sub-seabed (CCS-S). In a survey experiment we find that afforestation is most readily accepted as a measure for addressing climate change, followed by CCS-S and lastly SRM, which is widely rejected. Providing additional information decreases acceptance for all measures, but their ranking remains unchanged. The acceptance of all three measures is especially influenced by the perceived seriousness of climate change and by trust in institutions. Also, respondents dislike the measures more if they perceive them as a way of shirking responsibility for emissions or as an unconscionable manipulation of nature. Women react more negatively to information than men, whereas the level of education or the degree of intuitive vs reflective decision making does not influence the reaction to information. POLICY RELEVANCE Current projections suggest that the use of climate engineering (CE) technologies or carbon capture and storage (CCS) is necessary if global warming is to be kept well below 2°C. Our article focuses on the perspective of the general public and thus supplements the dialogue between policymakers, interest groups, and scientists on how to address climate change. We show that in Germany public acceptance of potentially effective measures such as SRM or CCS-S is low and decreases even more when additional information is provided. This implies that lack of public acceptance may turn out to be a bottleneck for future implementation. Ongoing research and development in connection with CCS-S and SRM requires continuous communication with, and involvement of, the public in order to obtain feedback and assess the public’s reservations about the measures. The low level of acceptance also implies that emission reduction should remain a priority in climate policy.",2018
06722bd8b09142c753410125641688556d2cebbc,https://www.semanticscholar.org/paper/06722bd8b09142c753410125641688556d2cebbc,Evaluating the use of biomass energy with carbon capture and storage in low emission scenarios,73,False,"Physics, Environmental Science",,"Biomass Energy with Carbon Capture and Storage (BECCS) is heavily relied upon in scenarios of future emissions that are consistent with limiting global mean temperature increase to 1.5 °C or 2 °C above pre-industrial. These temperature limits are defined in the Paris Agreement in order to reduce the risks and impacts of climate change. Here, we explore the use of BECCS technologies in a reference scenario and three low emission scenarios generated by an integrated assessment model (IMAGE). Using these scenarios we investigate the feasibility of key implicit and explicit assumptions about these BECCS technologies, including biomass resource, land use, CO2 storage capacity and carbon capture and storage (CCS) deployment rate. In these scenarios, we find that half of all global CO2 storage required by 2100 occurs in USA, Western Europe, China and India, which is compatible with current estimates of regional CO2 storage capacity. CCS deployment rates in the scenarios are very challenging compared to historical rates of fossil, renewable or nuclear technologies and are entirely dependent on stringent policy action to incentivise CCS. In the scenarios, half of the biomass resource is derived from agricultural and forestry residues and half from dedicated bioenergy crops grown on abandoned agricultural land and expansion into grasslands (i.e. land for forests and food production is protected). Poor governance of the sustainability of bioenergy crop production can significantly limit the amount of CO2 removed by BECCS, through soil carbon loss from direct and indirect land use change. Only one-third of the bioenergy crops are grown in regions associated with more developed governance frameworks. Overall, the scenarios in IMAGE are ambitious but consistent with current relevant literature with respect to assumed biomass resource, land use and CO2 storage capacity.",2018
56797e97f19f333b03106d1ed2814c263d20870d,https://www.semanticscholar.org/paper/56797e97f19f333b03106d1ed2814c263d20870d,Flexible Carbon Capture and Utilization technologies in future energy systems and the utilization pathways of captured CO2,94,True,Environmental Science,,,2019
3cbf9a8b2e11afa3656c5507db0c33f59bec54b1,https://www.semanticscholar.org/paper/3cbf9a8b2e11afa3656c5507db0c33f59bec54b1,Biomass-based carbon capture and utilization in kraft pulp mills,44,True,Environmental Science,,,2019
bfd53c8c02171b75dba1ffa1298b59a0b027d298,https://www.semanticscholar.org/paper/bfd53c8c02171b75dba1ffa1298b59a0b027d298,Calculating CO2 avoidance costs of Carbon Capture and Storage from industry,26,False,Environmental Science,,"Abstract This work discusses methods for calculating the CO2 avoidance cost for Carbon Capture and Storage from the non-power generation industry. Unlike the power generation sector, three calculation methods are often used to evaluate the CO2 avoidance cost in the case of CCS from industrial sources. However, each of these methods relies on different assumptions of which potential users are not always aware. The links between these three methods are here presented and verified over an illustrative case to highlight the conditions that are required to ensure their reliable use, as well as their associated shortcomings. Finally, the basis to ensure the selection of the CO2 avoidance cost calculation method that is both valid and most efficient for cases considered by potential users are presented. Abbreviations: CCS, carbon capture and storage; CAPEX, capital expenditure; FCC, fluid catalytic cracker; OPEX, operating costs; TCR, total capital requirement.",2019
9540c80c6eeb9b602e95b1b8b43f186029f84b5a,https://www.semanticscholar.org/paper/9540c80c6eeb9b602e95b1b8b43f186029f84b5a,Carbon Capture and Utilization Update,317,True,Engineering,,"In recent years, carbon capture and utilization (CCU) has been proposed as a potential technological solution to the problems of greenhouse-gas emissions and the ever-growing energy demand. To combat climate change and ocean acidification as a result of anthropogenic CO2 emissions, efforts have already been put forth to capture and sequester CO2 from large point sources, especially power plants; however, the utilization of CO2 as a feedstock to make valuable chemicals, materials, and transportation fuels is potentially more desirable and provides a better and long-term solution than sequestration. The products of CO2 utilization can supplement or replace chemical feedstocks in the fine chemicals, pharmaceutical, and polymer industries. In this review, we first provide an overview of the current status of CO2-capture technologies and their associated challenges and opportunities with respect to efficiency and economy followed by an overview of various carbon-utilization approaches. The current status of combined CO2 capture and utilization, as a novel efficient and cost-effective approach, is also briefly discussed. We summarize the main challenges associated with the design, development, and large-scale deployment of CO2 capture and utilization processes to provide a perspective and roadmap for the development of new technologies and opportunities to accelerate their scale-up in the near future.",2017
ae8e71aa0515d6995ff8abcbf5b5e1bca3479ba5,https://www.semanticscholar.org/paper/ae8e71aa0515d6995ff8abcbf5b5e1bca3479ba5,"Carbon Capture, Utilisation and Storage",19,False,Environmental Science,,,2019
ada11ce9143d6c18b8c01dedbbf29e80b3417eb6,https://www.semanticscholar.org/paper/ada11ce9143d6c18b8c01dedbbf29e80b3417eb6,"Ulva rigida in the future ocean: potential for carbon capture, bioremediation and biomethane production",60,False,Biology,"{'model': 'tldr@v2.0.0', 'text': 'The findings demonstrate that the capacities for carbon and nutrient capture, and biomethane production of U. rigida in the future ocean may be enhanced, providing important insight into the interactions between global change and seaweeds.'}","Ulva species have been considered as ideal candidates for carbon capture, bioremediation and biofuel production. However, little is known regarding the effects of simultaneous ocean warming, acidification and eutrophication on these capacities. In this study, Ulva rigida was cultivated under two levels of: temperature (14 °C (LT) and 18 °C (HT)); pH (8.10 and 7.70) by controlling pCO2 (LC, HC respectively); and nutrients (low (LN) – 50 μm N and 2.5 μm P and high (HN) – 1000 μm N and 50 μm P) for 6 weeks. During the first week of cultivation, HT, HC and HN increased biomass by 38.1%, 17.1% and 20.8%, respectively, while the higher temperature led to negative growth in weeks 2, 4 and 6 due to reproductive events. By the end of the cultivation, biomass under HTHCHN was 130.4% higher than the control (LTLCLN), contributing to a higher carbon capture capacity. Although the thalli at HT released nutrients to seawater in weeks 2, 4 and 6, the HTHCHN treatment increased the overall nitrate uptake rate over the cultivation period by 489.0%. The HTHCHN treatment also had an increased biochemical methane potential and methane yield (47.3% and 254.6%, respectively). Our findings demonstrate that the capacities for carbon and nutrient capture, and biomethane production of U. rigida in the future ocean may be enhanced, providing important insight into the interactions between global change and seaweeds.",2018
f8fe619c4f59644b819ee5eb161bcca646b6bdd3,https://www.semanticscholar.org/paper/f8fe619c4f59644b819ee5eb161bcca646b6bdd3,Carbon Capture by Metal Oxides: Unleashing the Potential of the (111) Facet.,62,True,"Chemistry, Medicine","{'model': 'tldr@v2.0.0', 'text': 'The first example of a faceted sorbent for carbon capture and challenge the assumption that sintering is necessarily a negative process is presented; here, high-temperature conditions for facet-dependent surface activation are leveraged.'}","Solid metal oxides for carbon capture exhibit reduced adsorption capacity following high-temperature exposure, due to surface area reduction by sintering. Furthermore, only low-coordinate corner/edge sites on the thermodynamically stable (100) facet display favorable binding toward CO2, providing inherently low capacity. The (111) facet, however, exhibits a high concentration of low-coordinate sites. In this work, MgO(111) nanosheets displayed high capacity for CO2, as well as a ∼65% increase in capacity despite a ∼30% reduction in surface area following sintering (0.77 mmol g-1 @ 227 m2 g-1 vs 1.28 mmol g-1 @ 154 m2 g-1). These results, unique to MgO(111), suggest intrinsic differences in the effects of sintering on basic site retention. Spectroscopic and computational investigations provided a new structure-activity insight: the importance of high-temperature activation to unleash the capacity of the polar (111) facet of MgO. In summary, we present the first example of a faceted sorbent for carbon capture and challenge the assumption that sintering is necessarily a negative process; here we leverage high-temperature conditions for facet-dependent surface activation.",2018
0a57e77de42dda7fc5af5dbbb8390c7fce9b251c,https://www.semanticscholar.org/paper/0a57e77de42dda7fc5af5dbbb8390c7fce9b251c,"Governance of bioenergy with carbon capture and storage (BECCS): accounting, rewarding, and the Paris agreement",50,False,Economics,,"ABSTRACT Studies show that the ‘well below 2°C’ target from the Paris Agreement will be hard to meet without large negative emissions from mid-century onwards, which means removing CO2 from the atmosphere and storing the carbon dioxide in biomass, soil, suitable geological formations, deep ocean sediments, or chemically bound to certain minerals. Biomass energy combined with Carbon Capture and Storage (BECCS) is the negative emission technology (NET) given most attention in a number of integrated assessment model studies and in the latest IPCC reports. However, less attention has been given to governance aspects of NETs. This study aims to identify pragmatic ways forward for BECCS, through synthesizing the literature relevant to accounting and rewarding BECCS, and its relation to the Paris Agreement. BECCS is divided into its two elements: biomass and CCS. Calculating net negative emissions requires accounting for sustainability and resource use related to biomass energy production, processing and use, and interactions with the global carbon cycle. Accounting for the CCS element of BECCS foremost relates to the carbon dioxide capture rate and safe underground storage. Rewarding BECCS as a NET depends on the efficiency of biomass production, transport and processing for energy use, global carbon cycle feedbacks, and safe storage of carbon dioxide, which together determine net carbon dioxide removal from the atmosphere. Sustainable biomass production is essential, especially with regard to trade-offs with competing land use. Negative emissions have an added value compared to avoided emissions, which should be reflected in the price of negative emission ‘credits’, but must be discounted due to global carbon cycle feedbacks. BECCS development will depend on linkages to carbon trading mechanisms and biomass trading. Key policy insights A standardized framework for sustainable biomass should be adopted. Countries should agree on a standardized framework for accounting and rewarding BECCS and other negative emission technologies. Early government support is indispensable to enable BECCS development, scale-up and business engagement. BECCS projects should be designed to maximize learning across various applications and across other NETs. BECCS development should be aligned with modalities of the Paris Agreement and market mechanisms.",2018
5110e9f5d3a48a407d1f4492935f7b12ee385b2a,https://www.semanticscholar.org/paper/5110e9f5d3a48a407d1f4492935f7b12ee385b2a,Integrating Algae with Bioenergy Carbon Capture and Storage (ABECCS) Increases Sustainability,53,False,Environmental Science,,"Bioenergy carbon capture and storage (BECCS) has been proposed to reduce atmospheric CO2 concentrations, but concerns remain about competition for arable land and freshwater. The synergistic integration of algae production, which does not require arable land or freshwater, with BECCS (called “ABECCS”) can reduce CO2 emissions without competing with agriculture. This study presents a technoeconomic and life‐cycle assessment for colocating a 121‐ha algae facility with a 2,680‐ha eucalyptus forest for BECCS. The eucalyptus biomass fuels combined heat and power (CHP) generation with subsequent amine‐based carbon capture and storage (CCS). A portion of the captured CO2 is used for growing algae and the remainder is sequestered. Biomass combustion supplies CO2, heat, and electricity, thus increasing the range of sites suitable for algae cultivation. Economic, energetic, and environmental impacts are considered. The system yields as much protein as soybeans while generating 61.5 TJ of electricity and sequestering 29,600 t of CO2 per year. More energy is generated than consumed and the freshwater footprint is roughly equal to that for soybeans. Financial break‐even is achieved for product value combinations that include 1) algal biomass sold for $1,400/t (fishmeal replacement) with a $68/t carbon credit and 2) algal biomass sold for $600/t (soymeal replacement) with a $278/t carbon credit. Sensitivity analysis shows significant reductions to the cost of carbon sequestration are possible. The ABECCS system represents a unique technology for negative emissions without reducing protein production or increasing water demand, and should therefore be included in the suite of technologies being considered to address global sustainability.",2018
95db37be4a69d404f191eed2c7a1f3893eb555ef,https://www.semanticscholar.org/paper/95db37be4a69d404f191eed2c7a1f3893eb555ef,Porous Organic Polymers for Post‐Combustion Carbon Capture,233,False,"Medicine, Materials Science","{'model': 'tldr@v2.0.0', 'text': 'This review provides a critical and in-depth analysis of recent POP research as it pertains to carbon capture, noting areas in which further work is needed to develop the next-generation POPs for practical applications.'}","One of the most pressing environmental concerns of our age is the escalating level of atmospheric CO2. Intensive efforts have been made to investigate advanced porous materials, especially porous organic polymers (POPs), as one type of the most promising candidates for carbon capture due to their extremely high porosity, structural diversity, and physicochemical stability. This review provides a critical and in‐depth analysis of recent POP research as it pertains to carbon capture. The definitions and terminologies commonly used to evaluate the performance of POPs for carbon capture, including CO2 capacity, enthalpy, selectivity, and regeneration strategies, are summarized. A detailed correlation study between the structural and chemical features of POPs and their adsorption capacities is discussed, mainly focusing on the physical interactions and chemical reactions. Finally, a concise outlook for utilizing POPs for carbon capture is discussed, noting areas in which further work is needed to develop the next‐generation POPs for practical applications.",2017
a747814dc1c674fe172b9bec5315da5fafd57060,https://www.semanticscholar.org/paper/a747814dc1c674fe172b9bec5315da5fafd57060,Industrial carbon dioxide capture and utilization: state of the art and future challenges.,239,False,"Medicine, Environmental Science","{'model': 'tldr@v2.0.0', 'text': 'This work critically summarized and comprehensively reviewed the characteristics and performance of both liquid and solid CO2 adsorbents with possible schemes for the improvement of their CO2 capture ability and advances in CO2 utilization.'}","Dramatically increased CO2 concentration from several point sources is perceived to cause severe greenhouse effect towards the serious ongoing global warming with associated climate destabilization, inducing undesirable natural calamities, melting of glaciers, and extreme weather patterns. CO2 capture and utilization (CCU) has received tremendous attention due to its significant role in intensifying global warming. Considering the lack of a timely review on the state-of-the-art progress of promising CCU techniques, developing an appropriate and prompt summary of such advanced techniques with a comprehensive understanding is necessary. Thus, it is imperative to provide a timely review, given the fast growth of sophisticated CO2 capture and utilization materials and their implementation. In this work, we critically summarized and comprehensively reviewed the characteristics and performance of both liquid and solid CO2 adsorbents with possible schemes for the improvement of their CO2 capture ability and advances in CO2 utilization. Their industrial applications in pre- and post-combustion CO2 capture as well as utilization were systematically discussed and compared. With our great effort, this review would be of significant importance for academic researchers for obtaining an overall understanding of the current developments and future trends of CCU. This work is bound to benefit researchers in fields relating to CCU and facilitate the progress of significant breakthroughs in both fundamental research and commercial applications to deliver perspective views for future scientific and industrial advances in CCU.",2020
ee7a73f2e7ce3068b7131c7cf659483586f3621c,https://www.semanticscholar.org/paper/ee7a73f2e7ce3068b7131c7cf659483586f3621c,Adsorption of Carbon Dioxide for Post-combustion Capture: A Review,79,False,Materials Science,,,2021
b52a5ccf2c3f1b35b5ce36b70adbb8935031a598,https://www.semanticscholar.org/paper/b52a5ccf2c3f1b35b5ce36b70adbb8935031a598,Production of biodiesel from microalgae through biological carbon capture: a review,172,True,"Medicine, Engineering","{'model': 'tldr@v2.0.0', 'text': 'A systematic account of recent developments in the field of biological carbon capture through microalgae for its utilization towards the generation of biodiesel highlighting the significance of certain key parameters such as selection of efficient strain, microalgal metabolism, cultivation systems (open and closed) and biomass production along with the national and international biodiesel specifications and properties.'}",,2017
bf983a2df729dee6684ab8a8b6ca4daac4609192,https://www.semanticscholar.org/paper/bf983a2df729dee6684ab8a8b6ca4daac4609192,Low-carbon economic dispatch for electricity and natural gas systems considering carbon capture systems and power-to-gas,102,True,,,,2018
